IPR,Tsp,TWRRF25,TWRRF50,Tsw25,Tsw50,Tsw75,Tdw25,Tdw50,Tdw75,AUCpi,IPA,Av-Au ratio,Ab-Aa ratio,Ac-Aa ratio,Ad-Aa ratio,Ap2-Ap1 ratio,AGI,Kurtosis,Skewness,L-H ratio,ShannonEntropy,Tpp,PRV,FullKurt,FullSkew,sdPRV,IQR_PRV
1.9444109237222278,0.308488958472568,5.653379561931256,1.2379193666385937,0.1207580676246937,0.1375221183532443,0.12751501932851408,1.0915422638508763,0.4385062286593055,0.9836598096898541,1.0074420640639767,0.33080441353079176,1.2165011548537583,1.9858505905901898,0.25098969694000195,0.943562594960625,0.5666934602098956,1.48033349929023,5.3117464661807405,0.37290269628792433,0.8925238440143016,3.1927076075087375,0.40057298770319444,0.6399462251487188,2.2072125036197794,0.7729017878956479,3.703448362655138,0.8911578286886754
2.192974910427674,0.4216935289088648,5.248334494513805,0.9143124960370856,0.4258482144724877,0.18484097228114107,0.12925187152648623,1.18107709505721,0.2668795496957731,1.0849189602226024,0.7721593143954688,0.27543602470288253,1.2324361500453158,1.7971971450183595,0.5465994250373133,0.8519944117663452,0.5161769698212388,0.9589442365923411,4.951967466829839,0.28539032107489914,0.8507955664821,3.930395182702644,0.2941769169495865,0.6478952623537435,2.4404443213272233,0.4823041364238019,4.952217450781012,0.43371565666202694
2.7995331490565367,0.49086996952071715,5.376943870920659,0.7505438757068567,0.3749585837183984,0.18403519883913208,0.12384734577439505,1.0559165253253848,0.18944063116895227,1.4364811257633892,1.0420095882078697,0.3175360660578576,0.9329502029435331,1.477782234157624,0.5410390370985022,0.9041377234148652,0.6596505536308261,1.046009578435324,5.030909032146754,0.32756378933793184,0.892356581775816,4.387220439351668,0.6536870131697062,0.8073452329908579,2.3613672013736466,0.5588290814075789,4.72947620995762,0.7751469255866729
1.8936864006929965,0.384103746544325,4.80070433424517,1.1234784792890464,0.37041760397987666,0.1829518663298311,0.10337825857527012,1.1417815233879876,0.39850372708049864,1.6555581874795837,0.912379674887742,0.4643011929843837,1.3205256009723105,1.588385870745511,0.5980748816287142,1.1034404078228828,0.7052815742579681,1.2270957532790978,5.398108763556045,0.26358824509492834,0.892436998935698,4.161241226996428,0.5458077928435666,0.6161625101479737,2.1636626167696527,0.4136966752799991,4.9204406591962355,0.42998185472373984
2.332019611124849,0.46519367656225147,6.383853221609297,1.1746996648454167,0.19757986539462727,0.15555609034129206,0.14759226017198535,1.1869858851277586,0.555344444674242,0.7838705362476659,0.9928086596957354,0.2948376568612355,1.0697563891702457,1.6478570353190791,0.4021448962927618,0.8858660204452261,0.6157790911753671,1.220407413741289,4.803105231717217,0.2545822903115435,0.8802263393303092,3.710926260060199,0.5222588123253494,0.5551148497794558,2.130696105951759,0.4914922812939597,4.699785692720206,1.120977620031196
2.1757041580158223,0.4529670322943032,4.4528573902930395,0.7430204477741936,0.35521565949179235,0.13487048565675272,0.30426120474694945,1.1281050584994774,0.5064427173121022,1.3095083594195756,0.7856105183014791,0.441532385582677,1.2661272154712122,1.621178641965831,0.4332958468021608,0.7087873520899687,0.45679588524916853,1.2297989910323888,4.545121365143252,0.7869150525237588,0.7744100948716085,4.018178334425435,0.5111849850333272,0.6664589050059009,2.234873540970436,0.8611768998845886,5.647920369561533,0.5189515284912068
2.2182626522143853,0.3171407927763985,4.913056565599575,0.8210233535309371,0.266645206609663,0.11879233807872927,0.1677284073350691,0.9473230279695936,0.3592082560376419,1.2461553130855634,0.7012832812869664,0.198111847218015,0.9362253509693552,1.7914300829900365,0.5790033277510956,1.1972349051368927,0.7928936142515908,1.118971664883204,4.545980617593239,0.46552539413531135,0.902568894872215,3.600400188206558,0.6663050497875023,0.4656081754447089,2.5037285189504686,0.37726756782651555,5.617925234613212,0.4287085050458736
0.5531005659686647,0.40255760978699223,5.287814431164178,0.7741276238714674,0.20014817213394032,0.2590883082505011,0.3030865777725399,1.1192500261559148,0.37122584521544144,0.9922151735362914,0.9616776650859075,0.32200613833325836,0.9407755092995949,1.689622883115017,0.5266909615968084,1.2500725923903826,0.48136918013288954,1.0070113616803076,4.80564141981479,0.28288638444116637,0.8449653986838749,4.065911489833148,0.8943621863108566,0.7186843803088753,2.5575252308237064,0.3397969978460285,4.8281680623467205,1.1704465732224314
2.597459609433278,0.2887383907104072,4.165518774794564,1.0672073901850485,0.41118165046031624,0.1339453821378594,0.2642202476657293,0.9512164925909493,0.3107046541646975,1.6087493058411204,0.9337979243133742,0.2295598283093138,1.2450016617316935,1.4894585166253875,0.46616851169203694,1.1194238655455688,0.2884874313073363,1.5367976270613508,4.931960590534685,0.39048746203388385,0.9559137344816016,3.8652721293813954,0.8117417556814381,0.6668829416961775,2.3248427968492034,0.7235900540712443,4.189464421029338,0.4979554715809905
1.2180459304622069,0.2884765518465102,4.540799359149939,0.8845651922808786,0.37137465473050285,0.14634903740474978,0.3254984989493297,1.0080812220322242,0.6876561809852587,1.4932441753038805,0.6811341374023212,0.3856039277502428,1.234752951812496,1.373627560549226,0.6102592759884455,1.027552545611959,0.4356569246638316,1.3819837668316821,5.125212568553499,0.5469657674350246,0.8526709816460037,3.7331145116473436,0.3418918389572011,0.6792071450959382,2.407403180209681,0.4615775050746822,5.026704344096456,0.7163408680818214
